,Match,ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,Insect,GenusOnly,Commensal.,ZooScore,ConfidenceScore,XC_ZooScore,XC_CScore,XC_Notes,XC_WhoBy,XC_Date,PGF_ZooScore,PGF_CScore,PGF_notes,Non.GMPD,SearchStringGoog,Googlehits.As.of.2.8.2017.,SearchStringWOS,WOShits..As.of.2.6.2017.,Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF.Citation,PGF.more.citations,Nematode,GMPD_traits,GMPD_tax,Google,Tao.note,GMPDtraits,GMPDtax,ParasiteCorrectedName.updated,close,nonclose,vector,intermediate,ParasiteReportedName,HasBinomialName,NameObservations,FLAG,NameID,NameCitation,ParType,ParPhylum,ParClass,ParOrder,ParFamily,StrainorSubsps
184,Apteragia quadrispiculata,Apteragia quadrispiculata,NA,0,,,,-1,3,,VR,42760,,,,,Apteragia quadrispiculata      ,55,Apteragia quadrispiculata      ,3,,McKenna 1997,,VR,42760,,,,1,0,1,No,,,,Apteragia quadrispiculata,0,1,0,0,Apteragia quadrispiculata,yes,there is a nematode Spiculopteragia quadrispiculata in NCBI (188925) and cited paper suggests A. quad is 'polymorph' of Spiculpteragia assymetrica,,McKenna 1997,"McKenna, P. B. (1997). Checklist of helminth parasites of terrestrial mammals in New Zealand. New Zealand Journal of Zoology, 24(4), 277-290.",Helminth,Nematoda,Secernentea,Strongylida,Trichostrongylidae,
191,Arhythmorhynchus brevis,Arhythmorhynchus brevis,NA,0,,,,-1,2,,VR,42760,,,,,Arhythmorhynchus brevis      ,79,Arhythmorhynchus brevis      ,3,,Tuszynski and Whitaker 1972,,VR,42760,,,,0,0,1,No,,,,Arhythmorhynchus brevis,0,0,0,1,Polymorphus brevis,yes,valid name in NCBI,,NCBI 84282,,Helminth,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,
199,Arthrostoma miyazakiense,Arthrostoma miyazakiense,NA,0,,,,-1,3,,VR,42760,,,,,Arthrostoma miyazakiense      ,25,Arthrostoma miyazakiense      ,4,,"Shin et al., 2007",,VR,42760,,,,1,0,1,No,,,,Arthrostoma miyazakiense,0,1,0,1,Arthrostoma miyazakiense,yes,valid in papers,,Sato et al. 2006,"Sato, H., Suzuki, K., Osanai, A., Kamiya, H., & Furuoka, H. (2006). Identification and characterization of the threadworm, Strongyloides procyonis, from feral raccoons (Procyon lotor) in Japan. Journal of Parasitology, 92(1), 63-68.",Helminth,Nematoda,Secernentea,Rhabditida,Ancylostomatidae,
200,Ascaridia galli,Ascaridia galli,NA,0,,-1,2,-1,1,,VR,42760,,,,,Ascaridia galli      ,5640,Ascaridia galli      ,330,Host: Fowl,"Kilpinen et al., 2005",,VR,42760,,,,1,0,1,No,,,,Ascaridia galli,0,1,0,0,Ascaridia galli,yes,valid name in NCBI,,NCBI 46685,,Helminth,Nematoda,Secernentea,Ascaridida,Ascaridiidae,
201,Ascaris elongata,Ascaris elongata,NA,0,,,,-1,2,,VR,42760,,,,,Ascaris elongata      ,320,Ascaris elongata      ,0,,"Stuart et al., 1998",,VR,42760,,,,1,0,1,No,,,,Ascaris elongata,0,1,0,0,Ascaris elongata,yes,valid in papers,,Pinto et al. 2011,"Pinto, R. M., Knoff, M., Gomes, D. C., & Noronha, D. (2011). Nematodes from mammals in Brazil: an updating. Neotropical Helminthology, 5(2), 139-183.",Helminth,Nematoda,Secernentea,Ascaridida,Ascarididae,
202,Ascaris lumbricoides,Ascaris lumbricoides,NA,0,,1,1,0,1,,VR,42760,,,see_Nematodes_word_doc,,Ascaris lumbricoides      ,35700,Ascaris lumbricoides      ,2264,Human/dog,"Cooper et al., 2000",Gideon,VR,42760,,,,1,0,1,No,,,,Ascaris lumbricoides,1,1,0,0,Ascaris lumbricoides,yes,valid name in NCBI,,NCBI 6252,,Helminth,Nematoda,Secernentea,Ascaridida,Ascarididae,
203,Ascaris petiti,Ascaris petiti,NA,0,,,,-1,2,,VR,42741,,,,,Ascaris petiti      ,2860,Ascaris petiti      ,0,,Irwin and Raharison 2009,,VR,42741,,,,1,0,1,No,,,,Ascaris petiti,0,1,0,0,Ascaris petiti,yes,valid in papers,,Irwin and Raharison 2009,"Irwin, M. T., & Raharison, J. L. (2009). A review of the endoparasites of the lemurs of Madagascar. Malagasy Nature, 2, 66-93.",Helminth,Nematoda,Secernentea,Ascaridida,Ascarididae,
204,Ascaris phacochoeri,Ascaris phacochoeri,NA,0,,,,-1,3,,VR,42760,,,,,Ascaris phacochoeri      ,21,Ascaris phacochoeri      ,0,,"Boomker et al., 1991",,VR,42760,,,,1,0,1,No,,,,Ascaris phacochoeri,1,1,0,0,Ascaris phacochoeri,yes,valid in papers,,Balem 2012,"Belem, A. M. G. (2012). Gastro-Intestinal Parasites of Warthogs (Phacochoerus Africanus) from the Nazinga Game Ranch of Burkina Faso. Bulletin of Animal Health and Production in Africa, 60(2), 199-204.",Helminth,Nematoda,Secernentea,Ascaridida,Ascarididae,
205,Ascaris suum,Ascaris suum,NA,0,,1,1,1,1,,VR,42741,,,mentioned_by_sources_to_be_zoonotic_(when_making_nematode_word_doc),,Ascaris suum      ,28500,Ascaris suum      ,2865,Nematoda,"Philis et al., 1972",NEED,VR,42741,,,,1,0,1,No,,,,Ascaris suum,1,1,0,0,Ascaris suum,yes,valid name in NCBI,,NCBI 6253,,Helminth,Nematoda,Secernentea,Ascaridida,Ascarididae,
207,Ascarops dentata,Ascarops dentata,NA,0,,,,-1,3,,VR,42741,,,,,Ascarops dentata      ,23,Ascarops dentata      ,1,,Yadav and Tandon 1989,,VR,42741,,,,1,0,1,No,,,,Ascarops dentata,0,0,0,1,Ascarops dentata,yes,valid in papers,,Tandon and Yadav 2010,"Tandon, V., & Yadav, A. K. (2010). Morphology of ascarops dentata (Nematoda: Spirocercidae) male by scanning electron microscopy.",Helminth,Nematoda,Secernentea,Rhabditida,Spirocercidae,
208,Ascarops strongylina,Ascarops strongylina,NA,0,,-1,1,-1,2,,VR,42741,,,,,Ascarops strongylina      ,408,Ascarops strongylina      ,24,boar/Spain,"de-la-Muela et al., 2001",,VR,42741,,,,1,0,1,No,,,,Ascarops strongylina,0,0,0,1,Ascarops strongylina,yes,valid in papers,,Ganzorig et al. 1999,"Ganzorig, S., Batsaikhan, N., Samiya, R., Morishima, Y., Oku, Y., & Kamiya, M. (1999). A second record of adult Ascarops strongylina (Rudolphi, 1819)(Nematoda: Spirocercidae) in a rodent host. The Journal of parasitology, 283-285.",Helminth,Nematoda,Secernentea,Rhabditida,Spirocercidae,
213,Ashworthius gagarini,Ashworthius gagarini,NA,0,,,,-1,3,,VR,42741,,,,,Ashworthius gagarini      ,43,Ashworthius gagarini      ,2,,Humbert and Cabaret 1995,,VR,42741,,,,1,0,1,No,,,,Ashworthius gagarini,0,1,0,0,Ashworthius gagarini,yes,valid in papers,,Humbert and Cabaret 1995,"Humbert, J. F., & Cabaret, J. (1995). Use of random amplified polymorphic DNA for identification of ruminant trichostrongylid nematodes. Parasitology research, 81(1), 1-5.",Helminth,Nematoda,Secernentea,Strongylida,Trichostrongylidae,
214,Ashworthius sidemi,Ashworthius sidemi,NA,0,,,,-1,2,,VR,42741,,,,,Ashworthius sidemi      ,174,Ashworthius sidemi      ,26,,"Radwan et al., 2010",,VR,42741,,,,1,0,1,No,,,,Ashworthius sidemi,0,1,0,0,Ashworthius sidemi,yes,valid name in NCBI,,NCBI 126389,,Helminth,Nematoda,Secernentea,Strongylida,Trichostrongylidae,
217,Athesmia foxi,Athesmia foxi,NA,0,,,,-1,3,,VR,42741,,,,,Athesmia foxi      ,100,Athesmia foxi      ,1,,Bostrom and Slaughter 1968,NEED,VR,42741,,,,0,0,1,No,,,,Athesmia foxi,0,0,0,1,Athesmia foxi,yes,valid in database and several papers,YES,,http://www.euprim-net.eu/network/courses/downloads/presentations/course4/2b brack table parasites.pdf,Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Dicrocoeliidae,
218,Athesmia heterolecithodes,Athesmia heterolecithodes,NA,0,,-1,2,-1,3,,VR,42741,,,,,Athesmia heterolecithodes      ,73,Athesmia heterolecithodes      ,5,Turkey Trematode,"Menezes et al., 2011",,VR,42741,,,,0,0,1,No,,,,Athesmia heterolecithodes,0,0,0,1,Athesmia heterolecithodes,yes,valid in papers,,Menezes et al. 2001,"Menezes, R. C., Mattos Jr, D. G., Gomes, D. C., Tortelly, R., Muniz-Pereira, L. C., & Pinto, R. M. (2001). Trematodes of free range reared guinea fowls (Numida meleagris Linnaeus, 1758) in the state of Rio de Janeiro, Brazil: morphology and pathology. Avian Pathology, 30(3), 209-214.",Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Dicrocoeliidae,
219,Avitellina centripunctata,Avitellina centripunctata,NA,0,,,,-1,2,,VR,42741,,,,,Avitellina centripunctata      ,445,Avitellina centripunctata      ,16,sheep ,Lashari and Tasawar 2011,,VR,42741,,,,0,0,1,No,,,,Avitellina centripunctata,0,0,0,1,Avitellina centripunctata,yes,valid name in NCBI,,NCBI 1141744,,Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,
248,Baylisascaris columnaris,Baylisascaris columnaris,NA,0,,1,2,-1,2,,VR,42740,,,,,Baylisascaris columnaris      ,155,Baylisascaris columnaris      ,6,mammals and birds (feces),"Franssen et al., 2013",,VR,42740,,,,1,0,1,No,,,,Baylisascaris columnaris,0,1,0,1,Ascaris culumnaris,yes,valid name in NCBI,,NCBI 575210,,Helminth,Nematoda,Secernentea,Ascaridida,Ascarididae,
251,Baylisascaris devosi,Baylisascaris devosi,NA,0,,1,2,-1,3,,VR,42740,,,,,Baylisascaris devosi      ,52,Baylisascaris devosi      ,0,mammals and birds (feces),"Poole et al., 1983",,VR,42740,,,,1,0,1,No,,,,Baylisascaris devosi,0,1,0,1,Baylisascaris devosi,yes,valid name in NCBI,,NCBI 1572086,,Helminth,Nematoda,Secernentea,Ascaridida,Ascarididae,
253,Baylisascaris procyonis,Baylisascaris procyonis,NA,0,,2,1,1,1,,VR,42740,,,,,Baylisascaris procyonis      ,1960,Baylisascaris procyonis      ,225,round worm nematode/ingesting raccoon feces,"Pai et al., 2007",,VR,42740,,,,1,0,1,No,,,,Baylisascaris procyonis,0,1,0,1,Baylisascaris procyonis,yes,valid name in NCBI,,NCBI 6259,,Helminth,Nematoda,Secernentea,Ascaridida,Ascarididae,
254,Baylisascaris transfuga,Baylisascaris transfuga,NA,0,,1,2,-1,2,,VR,42740,,,,,Baylisascaris transfuga      ,327,Baylisascaris transfuga      ,37,mammals and birds (feces),"Ambrogi et al., 2011",,VR,42740,,,,1,0,1,No,,,,Baylisascaris transfuga,0,1,0,1,Baylisascaris transfuga,yes,valid name in NCBI,,NCBI 6260,,Helminth,Nematoda,Secernentea,Ascaridida,Ascarididae,
255,Baylisiella tecta,Baylisiella tecta,NA,0,,,,-1,3,,VR,42740,,,,,Baylisiella tecta      ,10,Baylisiella tecta      ,0,,Moravkova 2016,,VR,42740,,,,0,0,1,No,,,,Baylisiella tecta,0,1,0,1,Diphyllobothrium ursi,yes,valid name in GBIF,,GBIF ID 4345063,,Helminth,Platyhelminthes,Cestoda,Pseudophyllidea,Diphyllobothriidae,
256,Bertiella mucronata,Bertiella mucronata,NA,0,,-1,1,-1,2,,VR,42739,,,,,Bertiella mucronata      ,163,Bertiella mucronata      ,4,Non-human primate and rodents,Pope 1966,,VR,42739,,,,0,0,1,No,,,,Bertiella mucronata,0,0,0,1,Bertiella mucronata,yes,valid in papers,,G??mez-Puerta et al. 2009,"G??mez-Puerta, L. A., L??pez-Urbina, M. T., & Gonz??lez, A. E. (2009). Occurrence of tapeworm Bertiella mucronata (Cestoda: Anoplocephalidae) in the Titi monkey Callicebus oenanthe from Peru: New definitive host and geographical record. Veterinary parasitology, 163(1), 161-163.",Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,
257,Bertiella studeri,Bertiella studeri,NA,0,,0,2,0,2,,VR,42739,,,,,Bertiella studeri      ,426,Bertiella studeri      ,20,vehicle: mite ,"Sun et al., 2006",,VR,42739,,,,0,0,1,No,,,,Bertiella studeri,0,0,0,1,Bertiella studeri,yes,valid name in NCBI,,NCBI 578852,,Helminth,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,
261,Bolbosoma bobrovoi,Bolbosoma bobrovoi,NA,0,,,,-1,3,,VR,42739,,,,,Bolbosoma bobrovoi      ,9,Bolbosoma bobrovoi      ,0,,Shults 1986,,VR,42739,,,,0,0,1,No,,,,Bolbosoma bobrovoi,0,1,0,1,Bolbosoma bobrovoi,yes,valid in papers,,Gregori et al. 2012,"Gregori, M., Aznar, F. J., Abollo, E., Roura, ?Å., Gonz??lez, ?Å. F., & Pascual, S. (2012). Nyctiphanes couchii as intermediate host for the acanthocephalan Bolbosoma balaenae in temperate waters of the NE Atlantic. Diseases of aquatic organisms, 99(1), 37-47.",Helminth,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,
286,Brachylaima fuscatus,Brachylaima fuscatus,NA,0,,,,-1,3,,VR,42739,,,,,Brachylaima fuscatus      ,21,Brachylaima fuscatus      ,0,,"Butcher et al., 2002",,VR,42739,,,,0,0,1,No,,,,Brachylaima fuscatus,0,1,0,1,Brachylaima fuscatum,yes,valid name in GBIF,,GBIF ID 4345682,,Helminth,Platyhelminthes,Trematoda,Diplostomida,Brachylaimidae,
287,Brachylaima pellucidum,Brachylaima pellucidum,NA,0,,,,-1,3,,VR,42739,,,,,Brachylaima pellucidum      ,9,Brachylaima pellucidum      ,0,,Butcher and Grove 2005,,VR,42739,,,,0,0,1,No,,,,Brachylaima pellucidum,0,1,0,1,Brachylaemus pellucidum,yes,valid in papers,,Butcher and Grove 2005,"Butcher, A. R., & Grove, D. I. (2005). Second intermediate host land snails and definitive host animals of Brachylaima cribbi in southern Australia.Parasite, 12(1), 31-37.",Helminth,Platyhelminthes,Trematoda,Diplostomida,Brachylaimidae,
288,Brachylaima recurva,Brachylaima recurva,NA,0,,,,-1,3,,VR,42739,,,,,Brachylaima recurva      ,28,Brachylaima recurva      ,1,,"Richards et al., 1995",,VR,42739,,,,0,0,1,No,,,,Brachylaima recurva,0,1,0,1,Brachylaima recurva,yes,valid in papers,,Richards et al. 1995,"Richards, D. T., Harris, S., & Lewis, J. W. (1995). Epidemiological studies on intestinal helminth parasites of rural and urban red foxes (Vulpes vulpes) in the United Kingdom. Veterinary Parasitology, 59(1), 39-51.",Helminth,Platyhelminthes,Trematoda,Diplostomida,Brachylaimidae,
290,Brachylaima tokudai,Brachylaima tokudai,NA,0,,-1,3,-1,3,,VR,42739,,,,,Brachylaima tokudai      ,30,Brachylaima tokudai      ,2,Raccoon dog/fox/carnivora,"Al-Sabi et al., 2013",,VR,42739,,,,0,0,1,No,,,,Brachylaima tokudai,0,1,0,1,Brachylaima tokudai,yes,valid in papers,,Al-Sabi et al. 2013,"Al-Sabi, M. N. S., Chri??l, M., Jensen, T. H., & Enemark, H. L. (2013). Parasites and Wildlife.",Helminth,Platyhelminthes,Trematoda,Diplostomida,Brachylaimidae,
292,Brodenia laciniata,Brodenia laciniata,NA,0,,,,-1,3,,VR,42738,,,,,Brodenia laciniata      ,8,Brodenia laciniata      ,0,,Canaris and Gardner 2003,,VR,42738,,,,NA,0,1,No,,,,Brodenia laciniata,0,0,0,1,Brodenia laciniata,yes,valid in papers,,Canaris and Gardner 2003,"Canaris, A. G., & Gardner, S. L. (2003). Bibliography of helminth species described from African vertebrates 1800-1967. Faculty Publications from the Harold W. Manter Laboratory of Parasitology, 3.",Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Dicrocoeliidae,
293,Brodenia serrata,Brodenia serrata,NA,0,,,,-1,3,,VR,42738,,,,,Brodenia serrata      ,10,Brodenia serrata      ,0,,Canaris and Gardner 2003,,VR,42738,,,,NA,0,1,No,,,,Brodenia serrata,0,0,0,1,Brodenia serrata,yes,valid in papers,,Canaris and Gardner 2003,"Canaris, A. G., & Gardner, S. L. (2003). Bibliography of helminth species described from African vertebrates 1800-1967. Faculty Publications from the Harold W. Manter Laboratory of Parasitology, 3.",Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Dicrocoeliidae,
294,Bronchonema magna,Bronchonema magna,NA,0,,,,-1,3,,VR,42738,,,,,Bronchonema magna      ,21,Bronchonema magna      ,1,,"Boomker et al., 2000",,VR,42738,,,,NA,0,1,No,,,,Bronchonema magna,0,1,0,0,Bronchonema magna,yes,valid in papers,,Meltzer 1993,"Meltzer, D. G. (1993). Historical survey of disease problems in wildlife populations: Southern Africa mammals. Journal of Zoo and Wildlife Medicine, 237-244.",Helminth,Nematoda,Secernentea,Rhabditida,Dictyocaulidae,
300,Brugia malayi,Brugia malayi,NA,0,,2,2,2,1,,VR,42738,,,,,Brugia malayi      ,18900,Brugia malayi      ,2322,"human, non-human primate, dog, and cat","McReynolds et al., 1986",,VR,42738,,,,NA,0,1,No,,,,Brugia malayi,0,0,1,0,Brugia malayi,yes,valid name in NCBI,,NCBI 6279,,Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
301,Brugia pahangi,Brugia pahangi,NA,0,,1,2,-1,1,,VR,42738,,,,,Brugia pahangi      ,7160,Brugia pahangi      ,135,,"McReynolds et al., 1986",,VR,42738,,,,NA,0,1,No,,,,Brugia pahangi,0,0,1,0,Brugia pahangi,yes,valid name in NCBI,,NCBI 6280,,Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
302,Bunostomum trigonocephalum,Bunostomum trigonocephalum,NA,0,,-1,2,-1,1,,VR,42738,,,,,Bunostomum trigonocephalum      ,1970,Bunostomum trigonocephalum      ,31,Sheep/Cattle  ,"Wang et al., 2010",,VR,42738,,,,NA,0,1,No,,,,Bunostomum trigonocephalum,0,1,0,0,Bunostomum trigonocephalum,yes,valid name in NCBI,,NCBI 66065,,Helminth,Nematoda,Secernentea,Rhabditida,Ancylostomatidae,
305,Callistoura blanci,Callistoura blanci,NA,0,,,,-1,3,,VR,42738,,,,,Callistoura blanci      ,5,Callistoura blanci      ,0,,Irwin and Raharison 2009,,VR,42738,,,,NA,0,1,No,,,,Callistoura blanci,0,1,0,0,Callistoura blanci,yes,valid in papers,,Clough 2010,"Clough, D. (2010). Gastro-intestinal parasites of red-fronted lemurs in Kirindy Forest, Western Madagascar. Journal of Parasitology, 96(2), 245-251.",Helminth,Nematoda,Secernentea,Oxyurida,Pharyngodonidae,
306,Callistoura brygooi,Callistoura brygooi,NA,0,,,,-1,3,,VR,42738,,,,,Callistoura brygooi      ,9,Callistoura brygooi      ,0,,Irwin and Raharison 2009,,VR,42738,,,,NA,0,1,No,,,,Callistoura brygooi,0,1,0,0,Callistoura brygooi,yes,valid in papers,,Clough 2010,"Clough, D. (2010). Gastro-intestinal parasites of red-fronted lemurs in Kirindy Forest, Western Madagascar. Journal of Parasitology, 96(2), 245-251.",Helminth,Nematoda,Secernentea,Oxyurida,Pharyngodonidae,
307,Camelostrongylus harrisi,Camelostrongylus harrisi,NA,0,,,,-1,3,,VR,42738,,,,,Camelostrongylus harrisi      ,43,Camelostrongylus harrisi      ,1,,"Boomker et al., 1996",,VR,42738,,,,NA,0,1,No,,,,Camelostrongylus harrisi,0,1,0,0,Camelostrongylus harrisi,yes,cited paper notes that genus name Oesophagostomum also used,,Junker et al. 2015,"Junker, K., Horak, I. G., & Penzhorn, B. (2015). History and development of research on wildlife parasites in southern Africa, with emphasis on terrestrial mammals, especially ungulates. International Journal for Parasitology: Parasites and Wildlife, 4(1), 50-70.",Helminth,Nematoda,Secernentea,Rhabditida,Haemonchidae,
308,Camelostrongylus mentulatus,Camelostrongylus mentulatus,NA,0,,,,-1,2,,VR,42738,,,,,Camelostrongylus mentulatus      ,206,Camelostrongylus mentulatus      ,24,,"Hilton et al., 1978",,VR,42738,,,,NA,0,1,No,,,,Camelostrongylus mentulatus,0,1,0,0,Camelostrongylus mentulatus,yes,valid name in NCBI,,NCBI 53334,,Helminth,Nematoda,Secernentea,Rhabditida,Haemonchidae,
314,Capillaria aerophila,Capillaria aerophila,NA,0,,1,2,1,2,,VR,42738,,,,,Capillaria aerophila      ,784,Capillaria aerophila      ,62,Nematoda,"Traversa et al., 2011",Gideon,VR,42738,,,,NA,0,1,No,,,,Capillaria aerophila,0,1,0,1,Thominx aerophilus,yes,"synonym, valid in papers",,Di Cesare et al 2012,"Di Cesare, A., Castagna, G., Otranto, D., Meloni, S., Milillo, P., Latrofa, M. S., ... & Traversa, D. (2012). Molecular detection of Capillaria aerophila, an agent of canine and feline pulmonary capillariosis. Journal of clinical microbiology, 50(6), 1958-1963.",Helminth,Nematoda,Enoplea,Trichocephalida,Trichuridae,
320,Capillaria brochieri,Capillaria brochieri,NA,0,,-1,2,-1,3,,VR,42734,,,,,Capillaria brochieri      ,14,Capillaria brochieri      ,2,Nematoda,Justine 1988,,VR,42734,,,,NA,0,1,No,,,,Capillaria brochieri,0,1,0,1,Capillaria brochieri,yes,valid in papers,,Helenbrook et al. 2015,"Helenbrook, W. D., Wade, S. E., Shields, W. M., Stehman, S. V., & Whipps, C. M. (2015). Gastrointestinal parasites of Ecuadorian mantled howler monkeys (Alouatta palliata aequatorialis) based on fecal analysis. The Journal of parasitology, 101(3), 341-350.",Helminth,Nematoda,Enoplea,Trichocephalida,Trichuridae,
321,Capillaria hepatica,Capillaria hepatica,NA,0,,1,1,1,1,,VR,42734,,,,,Capillaria hepatica      ,3720,Capillaria hepatica      ,193,Nematoda,"Juncker-Voss et al., 2000",,VR,42734,,,,NA,0,1,No,,,,Capillaria hepatica,0,1,0,1,Callodium hepaticum,yes,valid name in NCBI,,NCBI 123959,,Helminth,Nematoda,Enoplea,Trichocephalida,Capillariidae,
323,Capillaria mucronata,Capillaria mucronata,NA,0,,-1,2,-1,2,,VR,42734,,,,,Capillaria mucronata      ,306,Capillaria mucronata      ,0,Nematoda,Sidorovich and Anisimova 1999,,VR,42734,,,,NA,0,1,No,,,,Capillaria mucronata,0,1,0,1,Capillaria mucronata,yes,valid in papers,,Butterworth and Beverley-Burton 1980,"Butterworth, E. W., & Beverley-Burton, M. (1980). The taxonomy of Capillaria spp.(Nematoda: Trichuroidea) in carnivorous mammals from Ontario, Canada. Systematic Parasitology, 1(3-4), 211-236.",Helminth,Nematoda,Enoplea,Trichocephalida,Capillariidae,
324,Capillaria mustelorum,Capillaria mustelorum,NA,0,,-1,2,-1,3,,VR,42734,,,,,Capillaria mustelorum      ,40,Capillaria mustelorum      ,2,Nematoda,Read 1949,NEED,VR,42734,,,,NA,0,1,No,,,,Capillaria mustelorum,0,1,0,1,Capillaria mustelorum,yes,valid in papers,,Butterworth and Beverley-Burton 1980,"Butterworth, E. W., & Beverley-Burton, M. (1980). The taxonomy of Capillaria spp.(Nematoda: Trichuroidea) in carnivorous mammals from Ontario, Canada. Systematic Parasitology, 1(3-4), 211-236.",Helminth,Nematoda,Enoplea,Trichocephalida,Capillariidae,
325,Capillaria plica,Capillaria plica,NA,0,,-1,2,-1,2,,VR,42734,,,,,Capillaria plica      ,764,Capillaria plica      ,38,Nematoda,"Sreter et al., 2003",,VR,42734,,,,NA,0,1,No,,,,Capillaria plica,0,1,0,1,Capillaria plica,yes,valid name in NCBI,,NCBI 1239593,,Helminth,Nematoda,Enoplea,Trichocephalida,Capillariidae,
333,Capillaria procyonis,Capillaria procyonis,NA,0,,-1,2,-1,2,,VR,42734,,,,,Capillaria procyonis      ,305,Capillaria procyonis      ,9,Nematoda,"Hoberg et al., 1999",,VR,42734,,,,NA,0,1,No,,,,Capillaria procyonis,0,1,0,1,Capillaria procyonis,yes,valid in papers,,Pence 1975,"Pence, D. B. (1975). Capillaria procyonis sp. n.(Nematoda: Trichuridae) from the esophagus of the raccoon, Procyon lotor. The Journal of parasitology, 815-818.",Helminth,Nematoda,Enoplea,Trichocephalida,Capillariidae,
334,Capillaria putorii,Capillaria putorii,NA,0,,-1,2,-1,2,,VR,42734,,,,,Capillaria putorii      ,233,Capillaria putorii      ,10,Nematoda,Butterworth and Beverley-Burton 1981,,VR,42734,,,,NA,0,1,No,,,,Capillaria putorii,0,1,0,1,Capillaria putorii,yes,valid name in NCBI,,NCBI 1239594,,Helminth,Nematoda,Enoplea,Trichocephalida,Capillariidae,
342,Centrorhynchus bazaleticus,Centrorhynchus bazaleticus,NA,0,,,,-1,3,,VR,42734,,,,,Centrorhynchus bazaleticus      ,10,Centrorhynchus bazaleticus      ,3,,"Matoba et al., 2006",,VR,42734,,,,NA,0,1,No,,,,Centrorhynchus bazaleticus,0,1,0,1,Centrorhynchus bazaleticus,yes,valid in papers,,Sato et al. 2006,"Sato, H., Suzuki, K., Osanai, A., Kamiya, H., & Furuoka, H. (2006). Identification and characterization of the threadworm, Strongyloides procyonis, from feral raccoons (Procyon lotor) in Japan. Journal of Parasitology, 92(1), 63-68.",Helminth,Acanthocephala,Palaeacanthocephala,Polymorphida,Centrorhynchidae,
